weekly_hours,coding_months,money_spent,employed_dev,career_interests,expected_salary,willing_relocate,last_year_income,age,region,education_level,field_of_study,marital_status,disability_benefits,home_internet
10.0,24.0,300.0,1,Full-Stack Web Developer,62499,No,54999.0,33.0,North America,Associate’s degree,"Information systems, information technology, or system administration",Married or domestic partnership,0,1
10.0,15.0,0.0,0,Data Engineer,15499,Yes,5999.0,26.0,Latin America and Caribbean,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
40.0,3.0,2000.0,0,Front-End Web Developer,15499,Maybe,27499.0,41.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
20.0,24.0,1500.0,0,Game Developer,62499,Yes,32499.0,29.0,North America,"Some college credit, no degree",Game Design,Married or domestic partnership,0,1
5.0,18.0,0.0,0,Back-End Web Developer,24999,Yes,12499.0,25.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
20.0,12.0,40.0,0,Back-End Web Developer,87499,No,5999.0,25.0,Europe and Central Asia,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
3.0,1.0,0.0,0,Front-End Web Developer,39999,Maybe,12499.0,28.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
8.0,2.0,0.0,0,Back-End Web Developer,87499,Maybe,104999.0,29.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
4.0,36.0,0.0,1,Data Engineer,15499,Yes,17499.0,25.0,Europe and Central Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
2.0,2.0,0.0,0,Data Scientist,2499,I am not interested in a software development career,3999.0,30.0,Southeast Asia,Bachelor’s degree,Medicine,Married or domestic partnership,0,0
30.0,2.0,80.0,1,Not sure,39999,Yes,27499.0,24.0,North America,"Some college credit, no degree","A natural science (e.g., biology, chemistry, physics)","Single, never married",0,0
3.0,8.0,200.0,0,Data Scientist,62499,Maybe,54999.0,28.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
3.0,0.0,0.0,0,I am not interested in a software development career,112499,Maybe,37499.0,24.0,North America,Bachelor’s degree,biomedical engineering,"Single, never married",0,1
5.0,2.0,0.0,0,Game Developer,62499,Maybe,5999.0,17.0,North America,Some high school,I didn't attend a university,"Single, never married",0,1
4.0,0.0,0.0,0,Full-Stack Web Developer,24999,Maybe,1999.0,26.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
7.0,12.0,0.0,0,Full-Stack Web Developer,62499,No,82499.0,44.0,Europe and Central Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
10.0,0.0,10.0,0,Data Scientist,7499,Yes,5999.0,27.0,Southeast Asia,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
10.0,2.0,1000.0,0,Full-Stack Web Developer,87499,Yes,67499.0,29.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
30.0,40.0,0.0,1,Back-End Web Developer,87499,Yes,27499.0,37.0,South Asia,"Professional degree (MBA, MD, JD, etc.)","Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
3.0,48.0,50.0,0,Full-Stack Web Developer,39999,Maybe,37499.0,30.0,Europe and Central Asia,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
10.0,0.0,0.0,0,Front-End Web Developer,62499,No,54999.0,55.0,North America,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Divorced,0,1
10.0,1.0,0.0,0,Full-Stack Web Developer,112499,Yes,54999.0,52.0,Latin America and Caribbean,"Professional degree (MBA, MD, JD, etc.)","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
20.0,1.0,10000.0,0,Full-Stack Web Developer,15499,No,54999.0,32.0,Southeast Asia,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
10.0,24.0,0.0,0,Data Scientist,87499,Yes,27499.0,22.0,North America,Bachelor’s degree,"Environmental science (e.g., earth sciences, sustainability)","Single, never married",0,1
20.0,60.0,100.0,1,Full-Stack Web Developer,39999,Maybe,27499.0,40.0,Europe and Central Asia,Master's degree (non-professional),"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
15.0,3.0,0.0,0,Front-End Web Developer,62499,Yes,3999.0,25.0,Sub-Saharan Africa,Bachelor’s degree,Architecture,"Single, never married",0,1
10.0,12.0,500.0,0,Full-Stack Web Developer,62499,Yes,8499.0,24.0,North America,"Some college credit, no degree","Information systems, information technology, or system administration","Single, never married",0,1
5.0,12.0,0.0,0,Front-End Web Developer,2499,Maybe,1000.0,24.0,Latin America and Caribbean,High school diploma or equivalent (GED),"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
3.0,4.0,50.0,0,Full-Stack Web Developer,39999,Yes,22499.0,37.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
15.0,6.0,250.0,0,Full-Stack Web Developer,62499,Maybe,8499.0,30.0,Latin America and Caribbean,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
2.0,12.0,100.0,0,Full-Stack Web Developer,24999,No,37499.0,29.0,Europe and Central Asia,Bachelor’s degree,Mathematics or statistics,Married or domestic partnership,0,1
6.0,1.0,70.0,0,Front-End Web Developer,39999,No,44999.0,32.0,Latin America and Caribbean,"Some college credit, no degree",I didn't attend a university,Married or domestic partnership,0,1
2.0,1.0,0.0,0,Full-Stack Web Developer,87499,Yes,1999.0,22.0,Middle East and North Africa,Bachelor’s degree,Mathematics or statistics,"Single, never married",0,0
1.0,0.0,0.0,0,I dont know,62499,Maybe,37499.0,36.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
8.0,12.0,99.0,0,Data Engineer,87499,Yes,54999.0,26.0,North America,Bachelor’s degree,"Information systems, information technology, or system administration","Single, never married",0,1
5.0,0.0,45.0,0,Mobile Developer,87499,Yes,32499.0,40.0,North America,Associate’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
14.0,3.0,0.0,0,Data Engineer,62499,Yes,32499.0,21.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
18.0,1.0,0.0,0,Game Developer,39999,Yes,12499.0,28.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)",Laws,"Single, never married",0,1
12.0,4.0,0.0,1,Full-Stack Web Developer,7499,Maybe,12499.0,49.0,Latin America and Caribbean,"Trade, technical, or vocational training","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
10.0,1.5,0.0,0,Full-Stack Web Developer,62499,Maybe,22499.0,29.0,Europe and Central Asia,Master's degree (non-professional),"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
2.0,1.0,100.0,0,Mobile Developer,24999,Maybe,37499.0,74.0,North America,Master's degree (non-professional),"A social science (e.g., sociology, psychology, political science, economics)",Divorced,0,1
20.0,3.0,0.0,0,Full-Stack Web Developer,87499,Yes,32499.0,31.0,North America,"Some college credit, no degree","Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
20.0,1.0,0.0,0,Product Manager,7499,Yes,1000.0,50.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
10.0,10.0,200.0,0,Quality Assurance Engineer,62499,No,224999.0,53.0,North America,"Some college credit, no degree","Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
5.0,0.0,0.0,0,Data Engineer,7499,No,32499.0,37.0,Europe and Central Asia,Bachelor’s degree,"A health science (e.g., nursing, pharmacy, radiology)",Married or domestic partnership,0,1
25.0,10.0,400.0,0,Front-End Web Developer,62499,Maybe,17499.0,35.0,North America,Bachelor’s degree,Art & technology of TV & Film.,"Single, never married",0,1
3.0,0.0,0.0,0,Product Manager,62499,Yes,44999.0,24.0,Europe and Central Asia,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
10.0,5.0,20.0,0,Front-End Web Developer,62499,Maybe,5999.0,21.0,North America,Associate’s degree,"A health science (e.g., nursing, pharmacy, radiology)","Single, never married",0,1
15.0,24.0,0.0,0,Teacher / Trainer / Developer Evangelist,62499,Yes,27499.0,21.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
20.0,6.0,50.0,0,I am not interested in a software development career,87499,No,,38.0,North America,High school diploma or equivalent (GED),General Transfer,"Single, never married",0,1
0.0,18.0,0.0,0,Game Developer,62499,Maybe,1999.0,15.0,North America,Some high school,I didn't attend a university,"Single, never married",0,0
10.0,4.0,50.0,0,Full-Stack Web Developer,62499,Yes,1000.0,24.0,Middle East and North Africa,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
2.0,3.0,50.0,0,Mobile Developer,39999,Yes,67499.0,36.0,East Asia and Pacific,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
20.0,3.0,0.0,0,Front-End Web Developer,7499,Yes,1999.0,32.0,Europe and Central Asia,Master's degree (non-professional),"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
3.0,18.0,250.0,0,Data Scientist,87499,Yes,54999.0,33.0,North America,Master's degree (non-professional),"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
20.0,10.0,100.0,0,Full-Stack Web Developer,39999,No,54999.0,50.0,North America,"Trade, technical, or vocational training","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
4.0,4.0,0.0,0,Data analyst,62499,Yes,5999.0,22.0,Latin America and Caribbean,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
20.0,1.0,30.0,0,Full-Stack Web Developer,24999,Yes,12499.0,28.0,Latin America and Caribbean,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
12.0,1.0,0.0,0,Front-End Web Developer,7499,Yes,5999.0,25.0,North America,Bachelor’s degree,theology,"Single, never married",0,1
5.0,1.0,5.0,0,Mobile Developer,15499,Maybe,37499.0,28.0,Latin America and Caribbean,"Professional degree (MBA, MD, JD, etc.)","A health science (e.g., nursing, pharmacy, radiology)",Married or domestic partnership,0,1
6.0,6.0,1000.0,0,Full-Stack Web Developer,39999,Yes,8499.0,31.0,North America,"Some college credit, no degree","A business discipline (e.g., accounting, finance, marketing)",Divorced,0,1
18.0,3.0,0.0,0,Full-Stack Web Developer,39999,Yes,22499.0,21.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
3.0,1.0,0.0,0,Back-End Web Developer,62499,Maybe,32499.0,28.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
0.0,3.0,0.0,0,information security,62499,Yes,3999.0,25.0,Sub-Saharan Africa,Bachelor’s degree,"Information systems, information technology, or system administration","Single, never married",0,1
20.0,2.0,0.0,1,Mobile Developer,2499,Yes,1000.0,36.0,Southeast Asia,Some high school,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
1.0,12.0,500.0,0,Software Developer,87499,Maybe,54999.0,25.0,North America,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
20.0,0.0,0.0,0,Full-Stack Web Developer,112499,Yes,22499.0,34.0,North America,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
10.0,24.0,10000.0,0,Data Scientist,62499,Maybe,22499.0,51.0,North America,"Some college credit, no degree","Information systems, information technology, or system administration",Separated,0,1
6.0,2.0,10.0,0,Information Security,15499,Yes,1000.0,21.0,Middle East and North Africa,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,0
10.0,15.0,100.0,0,User Experience Designer,87499,Maybe,82499.0,33.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,1,1
3.0,4.0,200.0,0,Data Engineer,15499,Yes,1999.0,24.0,Sub-Saharan Africa,Associate’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
5.0,0.0,0.0,0,Game Developer,39999,Yes,22499.0,20.0,North America,"Some college credit, no degree",Undecided or no major,"Single, never married",0,1
4.0,6.0,10.0,0,Data Scientist,24999,Maybe,12499.0,34.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
